dataset,discard,notes,phenomenon,gramm_id,gramm_sentence,ungramm_id,ungramm_sentence
LI,,,,33.2.bowers.68a.g.08,The warehouse was demolished to build new apartments.,33.2.bowers.68b.*.08,The warehouse demolishes well to build new apartments.
LI,,,,33.2.bowers.69a.g.01,The bureaucrat was bribed deliberately.,33.2.bowers.69b.*.01,The bureaucrat bribes deliberately.
LI,,,,33.2.bowers.69a.g.02,The victim was deceived intentionally.,33.2.bowers.69b.*.02,The victim deceives intentionally.
LI,,,,33.2.bowers.69a.g.03,The employee was fired reluctantly.,33.2.bowers.69b.*.03,The employee fires reluctantly.
LI,,,,33.2.bowers.69a.g.04,The patient was examined carefully.,33.2.bowers.69b.*.04,The patient examines carefully.
LI,,,,33.2.bowers.69a.g.05,The waitress was insulted frequently.,33.2.bowers.69b.*.05,The waitress insults frequently.
LI,,,,33.2.bowers.69a.g.06,The vase was painted carelessly.,33.2.bowers.69b.*.06,The vase paints carelessly.
LI,,,,33.2.bowers.69a.g.07,The book was written truthfully.,33.2.bowers.69b.*.07,The book writes truthfully.
LI,,,,33.2.bowers.69a.g.08,The package was handled clumsily.,33.2.bowers.69b.*.08,The package handles clumsily.
LI,,"[intended to illustrate ""V-modifying adverbs"" only]",,33.2.bowers.7b.g.01,The ball rolled perfectly down the hill.,33.2.bowers.7b.*.01,The ball perfectly rolled down the hill.
LI,,"[intended to illustrate ""V-modifying adverbs"" only]; (=Bowers.7c)",,33.2.bowers.7b.g.02,John spoke intimately to Mary.,33.2.bowers.7b.*.02,John intimately spoke to Mary.
LI,,"[intended to illustrate ""V-modifying adverbs"" only]; (=Bowers.7d)",,33.2.bowers.7b.g.03,Mary laughed raucously.,33.2.bowers.7b.*.03,Mary raucously laughed.
LI,,"[intended to illustrate ""V-modifying adverbs"" only]; (=Bowers.7e)",,33.2.bowers.7b.g.04,It rained torrentially.,33.2.bowers.7b.*.04,It torrentially rained.
LI,,"[intended to illustrate ""V-modifying adverbs"" only]; (wrong adverb class by definition); (can you say ""it stormed""?)",,33.2.bowers.7b.g.05,It stormed suddenly.,33.2.bowers.7b.*.05,It suddenly stormed.
LI,,"[intended to illustrate ""V-modifying adverbs"" only]; (wrong adverb class by definition)",,33.2.bowers.7b.g.06,Sam cleaned thoroughly.,33.2.bowers.7b.*.06,Sam thoroughly cleaned.
LI,,"[intended to illustrate ""V-modifying adverbs"" only]; (wrong adverb class by definition)",,33.2.bowers.7b.g.07,Sarah counted the change accurately.,33.2.bowers.7b.*.07,Sarah accurately counted the change.
LI,,"[intended to illustrate ""V-modifying adverbs"" only]; (wrong adverb class by definition)",,33.2.bowers.7b.g.08,The ice melted quickly on the table.,33.2.bowers.7b.*.08,The ice quickly melted on the table.
LI,,,,33.3.boskovic.48a.g.01,The student was arrested.,33.3.boskovic.48d.*.01,The was arrested student.
LI,,(SSA threw in adverbs),,33.3.boskovic.48a.g.02,The bureaucrat was bribed deliberately.,33.3.boskovic.48d.*.02,The was bribed bureaucrat deliberately.
LI,,(SSA threw in adverbs),,33.3.boskovic.48a.g.03,The victim was deceived intentionally.,33.3.boskovic.48d.*.03,The was deceived victim intentionally.
LI,,(SSA threw in adverbs),,33.3.boskovic.48a.g.04,The employee was fired reluctantly.,33.3.boskovic.48d.*.04,The was fired employee reluctantly.
LI,,(SSA threw in adverbs),,33.3.boskovic.48a.g.05,The patient was examined carefully.,33.3.boskovic.48d.*.05,The was examined patient carefully.
LI,,(SSA threw in adverbs),,33.3.boskovic.48a.g.06,The waitress was insulted frequently.,33.3.boskovic.48d.*.06,The was insulted waitress frequently.
LI,,(SSA threw in adverbs),,33.3.boskovic.48a.g.07,The vase was painted carelessly.,33.3.boskovic.48d.*.07,The was painted vase carelessly.
LI,,(SSA threw in adverbs),,33.3.boskovic.48a.g.08,The book was written truthfully.,33.3.boskovic.48d.*.08,The was written book truthfully.
LI,,,,33.4.neeleman.100.g.01,It seemed that yesterday John left.,33.4.neeleman.100.*.01,Yesterday seemed that John left.
LI,,,,33.4.neeleman.100.g.02,It appeared that Friday Maude went home early.,33.4.neeleman.100.*.02,Friday appeared that Maude went home early.
LI,,,,33.4.neeleman.100.g.03,It seems that next week Juan will be in town.,33.4.neeleman.100.*.03,Next week seems that Juan will be in town.
LI,,,,33.4.neeleman.100.g.04,It appears that Monday Juanita was running late.,33.4.neeleman.100.*.04,Monday appears that Juanita was running late.
LI,,,,33.4.neeleman.100.g.05,It seems that tomorrow there will be a hurricane.,33.4.neeleman.100.*.05,Tomorrow seems that there will be a hurricane.
LI,,,,33.4.neeleman.100.g.06,It appears that tonight Marjorie is staying over.,33.4.neeleman.100.*.06,Tonight appears that Marjorie is staying over.
LI,,,,33.4.neeleman.100.g.07,It seemed that last week everyone was calling in sick.,33.4.neeleman.100.*.07,Last week seemed that everyone was calling in sick.
LI,,,,33.4.neeleman.100.g.08,It appears that next week the strikers will be back to work.,33.4.neeleman.100.*.08,Next week appears that the strikers will be back to work.
LI,,"[authors are trying to show sideward movement of 'who' from complement of 'makes' is bad, but independently, 'who' is bad as overt subject of the infinitive]; [original & ours unofficially unmatched: 'new' vs. Ø]; ['next' is licensed by 'which movie', so makes the * cases independently bad]",,33.4.neeleman.18c.g.01,Deciding which movie to see next makes John very happy.,33.4.neeleman.18d.*.01,Deciding who to see that new movie next makes very happy.
LI,,"[authors are trying to show sideward movement of 'who' from complement of 'makes' is bad, but independently, 'who' is bad as overt subject of the infinitive]; [original & ours unofficially unmatched: 'new' vs. Ø]; ['next' is licensed by 'which movie', so makes the * cases independently bad]",,33.4.neeleman.18c.g.02,Picking which book to read next gives Larry a lot of pleasure.,33.4.neeleman.18d.*.02,Picking who to read that new book next gives a lot of pleasure.
LI,,"[authors are trying to show sideward movement of 'who' from complement of 'makes' is bad, but independently, 'who' is bad as overt subject of the infinitive]; [original & ours unofficially unmatched: 'new' vs. Ø]; ['next' is licensed by 'which movie', so makes the * cases independently bad]",,33.4.neeleman.18c.g.03,Choosing which restaurant to visit next gives Dana a headache.,33.4.neeleman.18d.*.03,Choosing who to visit that new restaurant next gives a headache.
LI,,"[authors are trying to show sideward movement of 'who' from complement of 'makes' is bad, but independently, 'who' is bad as overt subject of the infinitive]; [original & ours unofficially unmatched: 'new' vs. Ø]; ['next' is licensed by 'which movie', so makes the * cases independently bad]",,33.4.neeleman.18c.g.04,Selecting which class to take next causes Laura stress.,33.4.neeleman.18d.*.04,Selecting who to take that new class next causes stress.
LI,,"no ""next"" [authors are trying to show sideward movement of 'who' from complement of 'makes' is bad, but independently, 'who' is bad as overt subject of the infinitive]; [original & ours unofficially unmatched: 'new' vs. Ø]; ['next' is licensed by 'which movie', so makes the * cases independently bad]",,33.4.neeleman.18c.g.05,Selecting which song to play at the concert makes Tim feel important.,33.4.neeleman.18d.*.05,Selecting who to play that new song at the concert makes feel important.
LI,,"[authors are trying to show sideward movement of 'who' from complement of 'makes' is bad, but independently, 'who' is bad as overt subject of the infinitive]; [original & ours unofficially unmatched: 'new' vs. Ø]; ['next' is licensed by 'which movie', so makes the * cases independently bad]",,33.4.neeleman.18c.g.06,Choosing which museum to see next makes Caroline very excited.,33.4.neeleman.18d.*.06,Choosing who to visit that new museum next makes very excited.
LI,,"no ""next"" [authors are trying to show sideward movement of 'who' from complement of 'makes' is bad, but independently, 'who' is bad as overt subject of the infinitive]; [original & ours unofficially unmatched: 'new' vs. Ø]; ['next' is licensed by 'which movie', so makes the * cases independently bad]",,33.4.neeleman.18c.g.07,Picking which suit to wear in the morning makes Helen late to work.,33.4.neeleman.18d.*.07,Picking who to wear that new suit in the morning makes late to work.
LI,,"[authors are trying to show sideward movement of 'who' from complement of 'makes' is bad, but independently, 'who' is bad as overt subject of the infinitive]; [original & ours unofficially unmatched: 'new' vs. Ø]; ['next' is licensed by 'which movie', so makes the * cases independently bad]",,33.4.neeleman.18c.g.08,Deciding which rollercoaster to ride next gives Josh an adrenaline rush.,33.4.neeleman.18d.*.08,Deciding who to ride that new rollercoaster next gives an adrenaline rush.
LI,,,,33.4.neeleman.24d.g.01,Someone better leave town.,33.4.neeleman.24d.*.01,Anyone better leave town.
LI,,,,33.4.neeleman.24d.g.02,Someone better play soccer.,33.4.neeleman.24d.*.02,Anyone better play soccer.
LI,,,,33.4.neeleman.24d.g.03,Someone better make dinner.,33.4.neeleman.24d.*.03,Anyone better make dinner.
LI,,,,33.4.neeleman.24d.g.04,Someone better come home.,33.4.neeleman.24d.*.04,Anyone better come home.
LI,,,,33.4.neeleman.24d.g.05,Someone better evacuate the building.,33.4.neeleman.24d.*.05,Anyone better evacuate the building.
LI,,,,33.4.neeleman.24d.g.06,Someone better run the marathon.,33.4.neeleman.24d.*.06,Anyone better run the marathon.
LI,,,,33.4.neeleman.24d.g.07,Someone better fly the plane.,33.4.neeleman.24d.*.07,Anyone better fly the plane.
LI,,,,33.4.neeleman.24d.g.08,Someone better sing the national anthem.,33.4.neeleman.24d.*.08,Anyone better sing the national anthem.
LI,,,,33.4.neeleman.35a.g.01,John wondered what he bought.,33.4.neeleman.35a.*.01,What did John wonder what he bought?
LI,,,,33.4.neeleman.35a.g.02,Maria wondered what he cooked for dinner.,33.4.neeleman.35a.*.02,What did Maria wonder what he cooked for dinner?
LI,,,,33.4.neeleman.35a.g.03,Tasha wondered who she invited to the party.,33.4.neeleman.35a.*.03,Who did Tasha wonder who she invited to the party?
LI,,,,33.4.neeleman.35a.g.04,Dane wondered what she wants for her birthday.,33.4.neeleman.35a.*.04,What did Dane wonder what she wants for her birthday?
LI,,,,33.4.neeleman.35a.g.05,Kelly wondered who Brian is taking to the prom.,33.4.neeleman.35a.*.05,Who did Kelly wonder who Brian is taking to the prom?
LI,,,,33.4.neeleman.35a.g.06,Peter wondered what Carl wants from the grocery store.,33.4.neeleman.35a.*.06,What did Peter wonder what Carl wants form the grocery store?
LI,,,,33.4.neeleman.35a.g.07,Courtney wondered what Sharon will wear on her date.,33.4.neeleman.35a.*.07,What did Courtney wonder what Sharon will wear on her date?
LI,,,,33.4.neeleman.35a.g.08,Ethan wondered what Jack would say about the scandal.,33.4.neeleman.35a.*.08,What did Ethan wonder what Jack would say about the scandal?
LI,,"(you don't file books, especially before you read them; ""without"" would have made more sense)",,33.4.neeleman.97a.g.01,Which book did you file before reading?,33.4.neeleman.97b.*.01,Which book did you sleep before reading?
LI,,,,33.4.neeleman.97a.g.02,Which appetizer did you taste before serving?,33.4.neeleman.97b.*.02,Which appetizer did you cough before serving?
LI,,,,33.4.neeleman.97a.g.03,Which car did you crash after buying?,33.4.neeleman.97b.*.03,Which car did you worry after buying?
LI,,,,33.4.neeleman.97a.g.04,Which coworker did George compliment before insulting?,33.4.neeleman.97b.*.04,Which coworker did George yawn before insulting?
LI,,,,33.4.neeleman.97a.g.05,Which candidate did Nicole complain about after voting for?,33.4.neeleman.97b.*.05,Which candidate did Nicole swim after voting for?
LI,,,,33.4.neeleman.97a.g.06,Which book did you lose before finishing?,33.4.neeleman.97b.*.06,Which book did you resign before finishing?
LI,,,,33.4.neeleman.97a.g.07,Which shirt did you buy without trying on?,33.4.neeleman.97b.*.07,Which shirt did you laugh without trying on?
LI,,,,33.4.neeleman.97a.g.08,Which song did you download without recognizing?,33.4.neeleman.97b.*.08,Which song did you nap without recognizing?
LI,,,,34.1.basilico.44a.?.01,Who did you see steal the wallet?,34.1.basilico.44b.*.01,Who was seen steal the wallet?
LI,,,,34.1.basilico.44a.?.02,Who did they see tag the wall?,34.1.basilico.44b.*.02,Who was seen tag the wall?
LI,,,,34.1.basilico.44a.?.03,Who did she hear insult the manager?,34.1.basilico.44b.*.03,Who was heard insult the manager?
LI,,,,34.1.basilico.44a.?.04,Who did we hear scream at the neighbors?,34.1.basilico.44b.*.04,Who was heard scream at the neighbors?
LI,,,,34.1.basilico.44a.?.05,Who did she see punch Alex?,34.1.basilico.44b.*.05,Who was seen punch Alex?
LI,,,,34.1.basilico.44a.?.06,Who did I see hug Natalie?,34.1.basilico.44b.*.06,Who was seen hug Natalie?
LI,,,,34.1.basilico.44a.?.07,Who did they see take the cookie?,34.1.basilico.44b.*.07,Who was seen take the cookie?
LI,,,,34.1.basilico.44a.?.08,Who did you see cut the wire?,34.1.basilico.44b.*.08,Who was seen cut the wire?
LI,,,,34.1.basilico.62.g.01,There are linguists available.,34.1.basilico.62.*.01,There are linguists tall.
LI,,,,34.1.basilico.62.g.02,There are fisherman sick.,34.1.basilico.62.*.02,There are fishermen proud.
LI,,,,34.1.basilico.62.g.03,There are books accessible.,34.1.basilico.62.*.03,There are books thick.
LI,,,,34.1.basilico.62.g.04,There are leaves burnt.,34.1.basilico.62.*.04,There are leaves green.
LI,,,,34.1.basilico.62.g.05,There are firemen injured.,34.1.basilico.62.*.05,There are firemen brave.
LI,,,,34.1.basilico.62.g.06,There are programs offered.,34.1.basilico.62.*.06,There are programs difficult.
LI,,,,34.1.basilico.62.g.07,There are laptops turned on.,34.1.basilico.62.*.07,There are laptops heavy.
LI,,,,34.1.basilico.62.g.08,There are trucks lined up.,34.1.basilico.62.*.08,There are trucks large.
LI,,,,34.1.basilico.96b.g.01,The children are almost all sleeping.,34.1.basilico.96a.??.01,The children almost all are sleeping.
LI,,,,34.1.basilico.96b.g.02,The students in this class are almost all passing.,34.1.basilico.96a.??.02,The students in this class almost all are passing.
LI,,,,34.1.basilico.96b.g.03,The chefs in this restaurant are almost all French.,34.1.basilico.96a.??.03,The chefs in this restaurant almost all are French.
LI,,,,34.1.basilico.96b.g.04,The employees are almost all working diligently.,34.1.basilico.96a.??.04,The employees almost all are working diligently.
LI,,,,34.1.basilico.96b.g.05,The players are almost all injured.,34.1.basilico.96a.??.05,The players almost all are injured.
LI,,,,34.1.basilico.96b.g.06,The girls are almost all wearing pink.,34.1.basilico.96a.??.06,The girls almost all are wearing pink.
LI,,,,34.1.basilico.96b.g.07,The doctors are almost all wealthy.,34.1.basilico.96a.??.07,The doctors almost all are wealthy.
LI,,,,34.1.basilico.96b.g.08,The boys are almost all interested in playing football.,34.1.basilico.96a.??.08,The boys almost all are interested in playing football.
LI,,"[Not Fox's items or contrast; he had *What did you leave before they started playing?, and the point was this does NOT contrast with a version with VPE]",,34.1.fox.14.g.01,What do you think that the lawyer forgot at the office?,34.1.fox.14.*.01,What do you worry if the lawyer forgets at the office?
LI,,"[Not Fox's items or contrast; he had *What did you leave before they started playing?, and the point was this does NOT contrast with a version with VPE]",,34.1.fox.14.g.02,What do you wish that the heiress bought at the auction?,34.1.fox.14.*.02,What do you laugh if the heiress buys at the auction?
LI,,"[Not Fox's items or contrast; he had *What did you leave before they started playing?, and the point was this does NOT contrast with a version with VPE]",,34.1.fox.14.g.03,What do you suspect that the boss left in the car?,34.1.fox.14.*.03,What do you worry if the boss leaves in the car?
LI,,"[Not Fox's items or contrast; he had *What did you leave before they started playing?, and the point was this does NOT contrast with a version with VPE]",,34.1.fox.14.g.04,What do you think that the child prodigy will submit to the art contest?,34.1.fox.14.*.04,What do you blush if the child prodigy submits to the art contest?
LI,,"[Not Fox's items or contrast; he had *What did you leave before they started playing?, and the point was this does NOT contrast with a version with VPE]",,34.1.fox.14.g.05,What do you hope that the dog owner will leave open at night?,34.1.fox.14.*.05,What do you sneeze if the dog owner leaves open at night?
LI,,"[Not Fox's items or contrast; he had *What did you leave before they started playing?, and the point was this does NOT contrast with a version with VPE]",,34.1.fox.14.g.06,What do you complain that the neighbor turns on at night?,34.1.fox.14.*.06,What do you notice if the neighbor turns on at night?
LI,,"[Not Fox's items or contrast; he had *What did you leave before they started playing?, and the point was this does NOT contrast with a version with VPE]",,34.1.fox.14.g.07,What do you claim that the janitor erased from the blackboard?,34.1.fox.14.*.07,What do you object if the janitor erases from the blackboard?
LI,,"[Not Fox's items or contrast; he had *What did you leave before they started playing?, and the point was this does NOT contrast with a version with VPE]",,34.1.fox.14.g.08,What do you propose that the office manager keep in her office?,34.1.fox.14.*.08,What do you complain if the office manager keeps in her office?
LI,,,,34.1.fox.19.g.01,"It appears that a certain senator will resign, but which senator is still a secret.",34.1.fox.24.*.01,"It appears that a certain senator will resign, but which senator it does is still a secret."
LI,,,,34.1.fox.19.g.02,"It seems that a certain official will divulge the information, but which official is still a mystery.",34.1.fox.24.*.02,"It seems that a certain official will divulge the information, but which official it does is still a mystery."
LI,,,,34.1.fox.19.g.03,"It seems that one of the employees will steal, but which employee is still not known.",34.1.fox.24.*.03,"It seems that one of the employees will steal, but which employee it does is still not known."
LI,,,,34.1.fox.19.g.04,"It seems that a certain student will cheat, but which student is still unknown.",34.1.fox.24.*.04,"It seems that a certain student will cheat, but which student it does is still unknown."
LI,,,,34.1.fox.19.g.05,"It appears that a certain player will leave the team, but which player is still a secret.",34.1.fox.24.*.05,"It appears that a certain player will leave the team, but which player it does is still a secret."
LI,,,,34.1.fox.19.g.06,"It appears that one of the contestants will win, but which contestant is still anybody's guess.",34.1.fox.24.*.06,"It appears that one of the contestants will win, but which contestant it does is still anybody's guess."
LI,,,,34.1.fox.19.g.07,"It appears that a one of the criminals will confess, but which criminal is still unknown.",34.1.fox.24.*.07,"It appears that a one of the criminals will confess, but which criminal it does is still unknown."
LI,,,,34.1.fox.19.g.08,"It seems likely that a well-known celebrity will attend, but which celebrity is still a mystery.",34.1.fox.24.*.08,"It seems likely that a well-known celebrity will attend, but which celebrity it does is still a mystery."
LI,,,,34.1.fox.23.g.01,"She said that a biography of one of the Marx brothers is going to be published this year, but I don't remember which.",34.1.fox.26.*.01,"She said that a biography of one of the Marx brothers is going to be published this year, but I don't remember which she did."
LI,,,,34.1.fox.23.g.02,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which.",34.1.fox.26.*.02,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did."
LI,,,,34.1.fox.23.g.03,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which.",34.1.fox.26.*.03,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did."
LI,,,,34.1.fox.23.g.04,"Alan said that a poster of one of the models is going to be hung by the end of the day, but I don't remember which.",34.1.fox.26.*.04,"Alan said that a poster of one of the models is going to be hung by the end of the day, but I don't remember which she did."
LI,,,,34.1.fox.23.g.05,"Daniel said that a scene from one of the plays is going to be reenacted at the performance this Friday, but I don't remember which.",34.1.fox.26.*.05,"Daniel said that a scene from one of the plays is going to be reenacted at the performance this Friday, but I don't remember which he did."
LI,,,,34.1.fox.23.g.06,"The professor said that the score of one the assignments is going to be posted online by the end of the day, but I don't remember which.",34.1.fox.26.*.06,"The professor said that the score of one the assignments is going to be posted online by the end of the day, but I don't remember which he did."
LI,,,,34.1.fox.23.g.07,"Karen said that one of the workers is going to get promoted at the end of the month, but I don't remember which.",34.1.fox.26.*.07,"Karen said that one of the workers is going to get promoted at the end of the month, but I don't remember which she did."
LI,,,,34.1.fox.23.g.08,"Alex said that a recording of one of the songs is going to be played at the event, but I don't remember which.",34.1.fox.26.*.08,"Alex said that a recording of one of the songs is going to be played at the event, but I don't remember which he did."
LI,,,,34.1.fox.27.g.01,"They said they heard about a Balkan language, but I don't know which Balkan language.",34.1.fox.28.*.01,"They said they heard about a Balkan language, but I don't know which Balkan language they did."
LI,,,,34.1.fox.27.g.02,"Monica said she saw one of your videos on the internet, but I'm not sure which video.",34.1.fox.28.*.02,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did."
LI,,,,34.1.fox.27.g.03,"Steven said he read about a new hybrid car, but I don't know which car.",34.1.fox.28.*.03,"Steven said he read about a new hybrid car, but I don't know which car he did."
LI,,,,34.1.fox.27.g.04,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man.",34.1.fox.28.*.04,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did."
LI,,,,34.1.fox.27.g.05,"Melissa said she read about one of Shakespeare's plays, but I don't know which play.",34.1.fox.28.*.05,"Melissa said she read about one of Shakespeare's plays, but I don't know which play she did."
LI,,,,34.1.fox.27.g.06,"Oliver said he read about an interesting Supreme Court case, but I don't know which case.",34.1.fox.28.*.06,"Oliver said he read about an interesting Supreme Court case, but I don't know which case he did."
LI,,,,34.1.fox.27.g.07,"Jose said he dreamt about one of his High School classes, but I don't know which class.",34.1.fox.28.*.07,"Jose said he dreamt about one of his High School classes, but I don't know which class he did."
LI,,^know^,,34.1.fox.27.g.08,"Brandon said he requested one of the tutors, but I don't which tutor.",34.1.fox.28.*.08,"Brandon said he requested one of the tutors, but I don't which tutor he did."
LI,,,,34.1.phillips.3d.g.01,Wallace and Greg like each other.,34.1.phillips.3e.*.01,Each other like Wallace and Greg.
LI,,,,34.1.phillips.3d.g.02,Matthew and Jennifer hugged each other.,34.1.phillips.3e.*.02,Each other hugged Matthew and Jennifer.
LI,,,,34.1.phillips.3d.g.03,Stephanie and Christopher hurt each other.,34.1.phillips.3e.*.03,Each other hurt Stephanie and Christopher.
LI,,,,34.1.phillips.3d.g.04,Amber and William saw each other.,34.1.phillips.3e.*.04,Each other saw Amber and William.
LI,,,,34.1.phillips.3d.g.05,Eric and Amy found each other.,34.1.phillips.3e.*.05,Each other found Eric and Amy.
LI,,,,34.1.phillips.3d.g.06,Kelly and Aaron love each other.,34.1.phillips.3e.*.06,Each other love Kelly and Aaron.
LI,,,,34.1.phillips.3d.g.07,Richard and Christine hate each other.,34.1.phillips.3e.*.07,Each other hate Richard and Christine.
LI,,,,34.1.phillips.3d.g.08,Shannon and Dustin surprised each other.,34.1.phillips.3e.*.08,Each other surprised Shannon and Dustin.
LI,,"[original sentence altered; controls wrong. Should have been ""*The syntacticians were easily outnumbered and the semanticists by the phonologists"" vs. ""The syntacticians and the semanticists were easily outnumbered by the phonologists.""]",,34.1.phillips.59b.g.01,The students were punished by their parents and their teachers.,34.1.phillips.59b.*.01,The students were punished and their teachers by their parents.
LI,,"[original sentence altered; controls wrong. Should have been ""*The syntacticians were easily outnumbered and the semanticists by the phonologists"" vs. ""The syntacticians and the semanticists were easily outnumbered by the phonologists.""]",,34.1.phillips.59b.g.02,The first-time racers were defeated by the professional racers and the amateur racers.,34.1.phillips.59b.*.02,The first-time racers were defeated and the amateur racers by the professional racers.
LI,,"[original sentence altered; controls wrong. Should have been ""*The syntacticians were easily outnumbered and the semanticists by the phonologists"" vs. ""The syntacticians and the semanticists were easily outnumbered by the phonologists.""]",,34.1.phillips.59b.g.03,The volunteers were appreciated by the doctors and the interns.,34.1.phillips.59b.*.03,The volunteers were appreciated and the interns by the doctors.
LI,,"[original sentence altered; controls wrong. Should have been ""*The syntacticians were easily outnumbered and the semanticists by the phonologists"" vs. ""The syntacticians and the semanticists were easily outnumbered by the phonologists.""]",,34.1.phillips.59b.g.04,The children were cared for by the adults and the teenagers.,34.1.phillips.59b.*.04,The children were cared for and the teenagers by the adults.
LI,,"[original sentence altered; controls wrong. Should have been ""*The syntacticians were easily outnumbered and the semanticists by the phonologists"" vs. ""The syntacticians and the semanticists were easily outnumbered by the phonologists.""]",,34.1.phillips.59b.g.05,The poor were overlooked by the politicians and the bankers.,34.1.phillips.59b.*.05,The poor were overlooked and the bankers by the politicians.
LI,,"[original sentence altered; controls wrong. Should have been ""*The syntacticians were easily outnumbered and the semanticists by the phonologists"" vs. ""The syntacticians and the semanticists were easily outnumbered by the phonologists.""]",,34.1.phillips.59b.g.06,The directors were impressed by the dancers and singers.,34.1.phillips.59b.*.06,The directors were impressed and the singers by the dancers.
LI,,"[original sentence altered; controls wrong. Should have been ""*The syntacticians were easily outnumbered and the semanticists by the phonologists"" vs. ""The syntacticians and the semanticists were easily outnumbered by the phonologists.""]",,34.1.phillips.59b.g.07,The smugglers were arrested by the police and the coastguard.,34.1.phillips.59b.*.07,The smugglers were arrested and the coastguard by the police.
LI,,"[original sentence altered; controls wrong. Should have been ""*The syntacticians were easily outnumbered and the semanticists by the phonologists"" vs. ""The syntacticians and the semanticists were easily outnumbered by the phonologists.""]",,34.1.phillips.59b.g.08,The employees were overworked by the managers and the executives.,34.1.phillips.59b.*.08,The employees were overworked and the executives by the managers.
LI,,,,34.1.phillips.67c.g.01,I gave nothing to anybody.,34.1.phillips.67d.*.01,I gave anything to nobody.
LI,,,,34.1.phillips.67c.g.02,Our professor gave no extensions to any students.,34.1.phillips.67d.*.02,Our professor gave any extensions to no students.
LI,,,,34.1.phillips.67c.g.03,My boss gave no opportunities to any employees.,34.1.phillips.67d.*.03,My boss gave any opportunities to no employees.
LI,,,,34.1.phillips.67c.g.04,Monica gives no money to any strangers.,34.1.phillips.67d.*.04,Monica gives any money to no strangers.
LI,,,,34.1.phillips.67c.g.05,The trainer gives no treats to any dogs.,34.1.phillips.67d.*.05,The trainer gives any treats to no dogs.
LI,,,,34.1.phillips.67c.g.06,My parents give no donations to any charities.,34.1.phillips.67d.*.06,My parents give any donations to no charities.
LI,,,,34.1.phillips.67c.g.07,Eloise gives no presents to any friends.,34.1.phillips.67d.*.07,Eloise gives any presents to no friends.
LI,,,,34.1.phillips.67c.g.08,The government gives no help to any poor people.,34.1.phillips.67d.*.08,The government gives any help to no poor people.
LI,,,,34.1.phillips.6b.g.01,Wallace gave his favorite pet beagle an enormous chewy dog-biscuit at breakfast time.,34.1.phillips.6b.*.01,Wallace gave at breakfast time his favorite pet beagle an enormous chewy dog-biscuit.
LI,,,,34.1.phillips.6b.g.02,Susan gave her son a large tasty bologna sandwich at lunch time.,34.1.phillips.6b.*.02,Susan gave at lunch time her son a large tasty bologna sandwich.
LI,,,,34.1.phillips.6b.g.03,Chris gave his wife a nice big anniversary present at dinner time.,34.1.phillips.6b.*.03,Chris gave at dinner time his wife a nice big anniversary present.
LI,,,,34.1.phillips.6b.g.04,Karen gave her friend a huge delicious plate of waffles at breakfast time.,34.1.phillips.6b.*.04,Karen gave at breakfast time her friend a huge delicious plate of waffles.
LI,,,,34.1.phillips.6b.g.05,Thomas gave his employee a huge generous raise at lunch time.,34.1.phillips.6b.*.05,Thomas gave at lunch time his employee a huge generous raise.
LI,,,,34.1.phillips.6b.g.06,Angela gave her youngest daughter a cute pink pair of earrings at dinner time.,34.1.phillips.6b.*.06,Angela gave at dinner time her youngest daughter a cute pink pair of earrings.
LI,,,,34.1.phillips.6b.g.07,Sabrina gave her elderly mother a beautiful new coffee mug at breakfast time.,34.1.phillips.6b.*.07,Sabrina gave at breakfast time her elderly mother a beautiful new coffee mug.
LI,,,,34.1.phillips.6b.g.08,Mark gave his girlfriend an expensive high tech phone at lunch time.,34.1.phillips.6b.*.08,Mark gave at lunch time his girlfriend an expensive high tech phone.
LI,,"(no idea why he used transitive 'promise', which many speakers don't get; intended antecedent of VPE is ""promised Mary""); SSA control sentence should have contained ""Sue promised Mary to…""; [all other items use simple subject control]",,34.1.phillips.88b.g.01,"John promised Mary to leave, and Sue promised to write more poetry.",34.1.phillips.88b.*.01,"John promised Mary to leave, and Sue did to write more poetry."
LI,,,,34.1.phillips.88b.g.02,"Courtney tried to read more Shakespeare, and Zachary tried to study more chemistry.",34.1.phillips.88b.*.02,"Courtney tried to read more Shakespeare, and Zachary did to study more chemistry."
LI,,,,34.1.phillips.88b.g.03,"Scott attempted to eat more vegetables, and Erin attempted to run more laps.",34.1.phillips.88b.*.03,"Scott attempted to eat more vegetables, and Erin did to run more laps."
LI,,,,34.1.phillips.88b.g.04,"Allison forgot to practice her violin, and Carl forgot to finish his homework.",34.1.phillips.88b.*.04,"Allison forgot to practice her violin, and Carl did to finish his homework."
LI,,,,34.1.phillips.88b.g.05,"Leon intended to exercise, and Eli intended to watch a movie.",34.1.phillips.88b.*.05,"Leon intended to exercise, and Eli did to watch a movie."
